Marca;Modelo;Versão;Ano;Estado;Cidade;Latitude;Longitude
HYUNDAI;CRETA;PULSE 1.6 16V MT6 FLEX MEC COM 4P;2018;SP;Carapicuíba;-23,5231;-46,8406
HYUNDAI;CRETA;PULSE 2.0 16V AT6 FLEX AUT COM 4P;2017;SP;Barueri;-23,5111;-46,8761
HYUNDAI;CRETA;PULSE PLUS 1.6 16V AT6 FLEX AUT COM 4P;2019;SP;Jandira;-23,5278;-46,9028
HYUNDAI;CRETA;SMART 1.6 16V AT6 FLEX AUT COM 4P;2019;SP;Osasco;-23,5329;-46,7925
HYUNDAI;HB20;COMFORT 1.0 12V MEC BAS 4P;2019;SP;Osasco;-23,5329;-46,7925
HYUNDAI;HB20;COMFORT PLUS 1.0 12V FLEX MEC COM 4P;2019;SP;Cotia;-23,6039;-46,9192
HYUNDAI;HB20;COMFORT PLUS 1.0 TB 12V(FLEX) MEC COM 4P;2019;SP;Cotia;-23,6039;-46,9192
HYUNDAI;HB20;COMFORT PLUS 1.6 16V AT6 AUT COM 4P;2018;SP;São Roque;-23,5292;-47,1353
HYUNDAI;HB20;COMFORT PLUS 1.6 16V AT6 AUT COM 4P;2019;SP;Araçariguama;-23,4389;-47,0619
HYUNDAI;HB20;COMFORT PLUS 1.6 16V MT6 MEC COM 4P;2016;SP;Carapicuíba;-23,5231;-46,8406
HYUNDAI;HB20;EVOLUTION 1.0 12V MT5 MEC COM 4P;2020;SP;Barueri;-23,5111;-46,8761
HYUNDAI;HB20;EVOLUTION 1.0 12V MT5 MEC COM 4P;2022;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20;EVOLUTION 1.0 TGDI 12V AT6 AUT COM 4P;2021;SP;Carapicuíba;-23,5231;-46,8406
HYUNDAI;HB20;PLATINUM 1.0 TGDI 12V AT6 AUT COM 4P;2022;SP;Jandira;-23,5278;-46,9028
HYUNDAI;HB20;PREMIUM 1.6 16V AT6 AUT COM 4P;2019;SP;Barueri;-23,5111;-46,8761
HYUNDAI;HB20;R SPEC AT 1.6 16V(FLEX) AUT COM 4P;2017;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20;R SPEC AT 1.6 16V(FLEX) AUT COM 4P;2018;SP;Itapevi;-23,5489;-46,9342
HYUNDAI;HB20;SENSE 1.0 12V MT5 MEC COM 4P;2020;SP;Carapicuíba;-23,5231;-46,8406
HYUNDAI;HB20;SENSE 1.0 12V MT5 MEC COM 4P;2021;SP;Barueri;-23,5111;-46,8761
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC COM 4P;2019;SP;Osasco;-23,5329;-46,7925
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC COM 4P;2019;SP;Carapicuíba;-23,5231;-46,8406
HYUNDAI;HB20;VISON 1.0 12V MT5 MEC COM 4P;2021;SP;Santana de Parnaíba;-23,4453;-46,9208
HYUNDAI;HB20;VISON 1.0 12V MT5 MEC COM 4P;2022;SP;Barueri;-23,5111;-46,8761
HYUNDAI;HB20;VISON 1.0 12V MT5 MEC COM 4P;2022;SP;Itapevi;-23,5489;-46,9342
HYUNDAI;HB20S;1 MILLION 1.6 16V AT AUT COM 4P;2019;SP;Itapevi;-23,5489;-46,9342
HYUNDAI;HB20S;COMFORT PLUS 1.6 16V AT6 AUT COM 4P;2018;SP;Barueri;-23,5111;-46,8761
HYUNDAI;HB20S;COMFORT PLUS 1.6 16V MT6 COM 4P;2019;SP;Carapicuíba;-23,5231;-46,8406
HYUNDAI;HB20S;COMFORT PLUS 1.6 16V MT6 COM 4P;2019;SP;Itapevi;-23,5489;-46,9342
HYUNDAI;HB20S;COMFORT PLUS(AUT.) 1.6 16V(FLEX) AUT COM 4P;2016;SP;São Roque;-23,5292;-47,1353
HYUNDAI;HB20S;VISION 1.0 12V MT5 MEC COM 4P;2022;SP;Itapevi;-23,5489;-46,9342
HYUNDAI;HB20X;PREMIUM 1.6 16V AT6 AUT COM 4P;2018;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20X;PREMIUM 1.6 16V AT6 AUT COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20X;STYLE 1.6 16V AT6 AUT COM 4P;2018;SP;Carapicuíba;-23,5231;-46,8406
HYUNDAI;TUCSON;TOP 4X2-AT 2.0 16V(FLEX) AUT COM 4P;2016;SP;Diadema;-23,6861;-46,6108
JEEP;COMPASS;LIMITED 2.0 16V AT6 FLEX AUT COM 4P;2018;SC;Criciúma;-28,6775;-49,3697
JEEP;COMPASS;LIMITED 2.0 16V AT6 FLEX AUT COM 4P;2019;SP;Embu;-23,6489;-46,8522
JEEP;COMPASS;LONGITUDE 2.0 16V AT6 FLEX AUT COM 4P;2019;SC;Criciúma;-28,6775;-49,3697
JEEP;COMPASS;LONGITUDE 2.0 16V AT6 FLEX AUT COM 4P;2019;SC;Criciúma;-28,6775;-49,3697
JEEP;COMPASS;LONGITUDE(SEGURANCA) 2.0 16V AT6 FLEX AUT COM 4P;2017;SP;Itapevi;-23,5489;-46,9342
JEEP;COMPASS;S 4X4 2.0 TB AT9 AUT COM 4P;2021;SP;Barueri;-23,5111;-46,8761
JEEP;RENEGADE;1.8 AT6 16V AUT COM 4P;2016;SP;São Paulo;-23,5505;-46,6333
JEEP;RENEGADE;1.8 AT6 16V AUT COM 4P;2021;SP;Barueri;-23,5111;-46,8761
JEEP;RENEGADE;LIMITED 1.8 16V AT6 FLEX AUT COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
JEEP;RENEGADE;SPORT 1.8 AT6 16V AUT COM 4P;2021;SP;Sorocaba;-23,5019;-47,4578
NISSAN;KICKS;UEFA CHAMPIONS LEAGUE LIMITED EDITION 1.6 16V CVT FLEX AUT COM 4P;2021;SP;São Paulo;-23,5505;-46,6333
NISSAN;VERSA;EXCLUSIVE 1.6 16V CVT  AUT COM 4P;2021;SP;São Paulo;-23,5505;-46,6333
PEUGEOT;2008;GRIFFE THP 1.6 16V AT6 AUT COM 4P;2022;SP;São Paulo;-23,5505;-46,6333
PEUGEOT;208;ACTIVE 1.6 16V AT6 AUT COM 4P;2021;SP;Santana de Parnaíba;-23,4453;-46,9208
RENAULT;CAPTUR;INTENSE 1.6 16V SCE CVT FLEX AUT COM 4P;2019;SP;Caçapava;-23,1008;-45,7069
RENAULT;DUSTER;ICONIC(OUTSIDER) 1.6 16V SCE CVT X-TRONIC AUT COM 4P;2021;SP;Itapevi;-23,5489;-46,9342
VOLKSWAGEN;GOL;1.0 12V FLEX MEC COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
VOLKSWAGEN;NIVUS;COMFORTLINE 200 1.0 12V TSI AT6 AUT COM 4P;2021;SP;Itapevi;-23,5489;-46,9342
VOLKSWAGEN;POLO;HIGHLINE 170 1.0 12V TSI AT6 AUT COM 4P;2023;SP;Barueri;-23,5111;-46,8761
VOLKSWAGEN;T-CROSS;SENSE 200 1.0 TSI AT6 AUT COM 4P;2022;SP;São Paulo;-23,5505;-46,6333
VOLKSWAGEN;UP!;MOVE UP! 1.0 TSI 12V MEC COM 4P;2018;SP;Santana de Parnaíba;-23,4453;-46,9208
VOLKSWAGEN;VIRTUS;200 1.0 12V(CONFORTLINE)(TOTALFLEX) AT6 MEC BAS 4P;2019;SP;Santana de Parnaíba;-23,4453;-46,9208
AUDI;A3;SEDAN PRESTIGE 1.4 16V TFSI TIP AUT COM 4P;2020;SP;Santo André;-23,6739;-46,5436
CHEVROLET;ONIX;ACTIV 1.4 8V AT6 ECO FLEX AUT BAS 4P;2017;SP;Ibiúna;-23,6564;-47,2225
CHEVROLET;ONIX;ACTIV 1.4 8V AT6 ECO FLEX AUT COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
CHEVROLET;ONIX;LT 1.0 8V MT6 ECO FLEX MEC COM 4P;2019;SP;São Caetano do Sul;-23,6229;-46,5548
CHEVROLET;ONIX;LT 1.0 TB 12V AT6 AUT BAS 4P;2023;SP;Barueri;-23,5111;-46,8761
CHEVROLET;ONIX PLUS;LT 1.0 12V MT6 MEC COM 4P;2023;SP;Sorocaba;-23,5019;-47,4578
CHEVROLET;SPIN;PREMIER 1.8 8V ECO MT6 MEC COM 4P;2020;SP;São Paulo;-23,5505;-46,6333
CHEVROLET;TRACKER;PREMIER 1.2 TURBO 12V AT6 AUT COM 4P;2021;SP;Barueri;-23,5111;-46,8761
CHEVROLET;TRACKER;PREMIER 1.4 TURBO AT6 FLEX AUT COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
CITROEN;C4 CACTUS;FEEL 1.6 16V AT FLEX AUT COM 4P;2020;SP;São Paulo;-23,5505;-46,6333
CITROEN;C4 CACTUS;FEEL 1.6 16V AT FLEX AUT COM 4P;2021;SP;São Paulo;-23,5505;-46,6333
FIAT;TORO;VOLCANO 2.0 16V 4X4 AT9 AUT COM 4P;2019;SP;Barueri;-23,5111;-46,8761
FIAT;TORO;VOLCANO 2.0 16V 4X4 AT9 AUT COM 4P;2022;SP;São Paulo;-23,5505;-46,6333
FORD;KA;SE 1.0 12V MEC COM 4P;2019;SP;São Bernardo do Campo;-23,6939;-46,565
FORD;KA;SE 1.0 12V MEC COM 4P;2020;SP;Santo André;-23,6739;-46,5436
FORD;KA;SE PLUS 1.0 12V MEC COM 4P;2016;SP;Santo André;-23,6739;-46,5436
FORD;KA;SE PLUS 1.0 12V MEC COM 4P;2017;SP;Mauá;-23,6678;-46,4614
FORD;KA;SE PLUS 1.0 12V MEC COM 4P;2020;SP;São Paulo;-23,5505;-46,6333
FORD;NEW FIESTA HATCH;S 1.5 16V(FLEX) ETA./GAS. 4P (BASICO) MEC BAS 4P;2016;SP;São Paulo;-23,5505;-46,6333
FORD;NOVO FOCUS;SE PLUS 1.6 16V(FLEXONE) MEC COM 4P;2019;SP;Osasco;-23,5329;-46,7925
HONDA;WR-V;EX 1.5 16V CVT FLEXONE;2018;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;ACTION 1.6 16V AT6 AUT BAS 4P;2023;SP;Santo André;-23,6739;-46,5436
HYUNDAI;CRETA;ACTION 1.6 16V AT6 AUT COM 4P;2022;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2019;SP;Barueri;-23,5111;-46,8761
HYUNDAI;CRETA;ATTITUDE 1.6 16V MT6 FLEX MEC COM 4P;2018;SP;Barueri;-23,5111;-46,8761
HYUNDAI;CRETA;COMFORT 1.0 12V T-GDI AT AUT COM 4P;2023;SP;Barueri;-23,5111;-46,8761
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2018;SP;Taboão da Serra;-23,6261;-46,7917
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2018;SP;Guarulhos;-23,4544;-46,5333
HYUNDAI;CRETA;PRESTIGE 2.0 16V AT6 FLEX AUT COM 4P;2020;SP;Barueri;-23,5111;-46,8761
HYUNDAI;CRETA;PULSE 1.6 16V AT6 FLEX AUT COM 4P;2017;SP;Itaquaquecetuba;-23,4864;-46,3486
HYUNDAI;CRETA;SMART 1.6 16V AT6 FLEX AUT BAS 4P;2020;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;SMART 1.6 16V AT6 FLEX AUT COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;SMART PLUS 1.6 16V AT6 AUT COM 4P;2021;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20;COMFORT PLUS 1.0 12V FLEX MEC COM 4P;2018;SP;Santo André;-23,6739;-46,5436
HYUNDAI;HB20;COMFORT PLUS 1.0 12V FLEX MEC COM 4P;2018;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20;OCEAN 1.6 16V FLEX MEC COM 4P;2017;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20;SENSE 1.0 12V MT5 MEC COM 4P;2020;SP;Cajamar;-23,3561;-46,8769
HYUNDAI;HB20;SENSE 1.0 MT5 MEC BAS 4P;2021;SP;Barueri;-23,5111;-46,8761
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC COM 4P;2019;SP;Jandira;-23,5278;-46,9028
HYUNDAI;HB20;UNIQUE 1.0 12V FLEX MEC COM 4P;2019;SP;Itapevi;-23,5489;-46,9342
HYUNDAI;HB20;VISION 1.6 16V AT6 AUT COM 4P;2020;SP;Cajamar;-23,3561;-46,8769
HYUNDAI;HB20;VISON 1.0 12V MT5 MEC COM 4P;2021;SP;Osasco;-23,5329;-46,7925
HYUNDAI;HB20 HATCH;COMFORT STYLE(AUT.) 1.6 16V(FLEX) AUT BAS 4P;2017;SP;Santo André;-23,6739;-46,5436
HYUNDAI;HB20S;COMFORT PLUS 1.6 16V AT6 AUT COM 4P;2019;SP;Carapicuíba;-23,5231;-46,8406
HYUNDAI;HB20S;EVOLUTION 1.0 TGDI 12V AT6 AUT BAS 4P;2020;SP;Mauá;-23,6678;-46,4614
HYUNDAI;HB20S;EVOLUTION 1.0 TGDI 12V AT6 AUT COM 4P;2021;SP;Barueri;-23,5111;-46,8761
HYUNDAI;HB20S;STYLE 1.6 16V AT FLEX AUT COM 4P;2019;SP;Santo André;-23,6739;-46,5436
HYUNDAI;HB20S;VISION 1.6 16V AT6 AUT COM 4P;2020;SP;Carapicuíba;-23,5231;-46,8406
HYUNDAI;HB20X;PREMIUM 1.6 16V AT6 AUT COM 4P;2018;SP;Barueri;-23,5111;-46,8761
HYUNDAI;HB20X;STYLE 1.6 16V AT6 AUT COM 4P;2017;SP;Santo André;-23,6739;-46,5436
HYUNDAI;HB20X;STYLE 1.6 16V AT6 AUT COM 4P;2017;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20X HATCH;PREMIUM(AUT.) 1.6 16V (FLEX) AUT COM 4P;2017;SP;São Caetano do Sul;-23,6229;-46,5548
HYUNDAI;NEW ELANTRA;2.0 16V AT6 FLEX AUT BAS 4P;2018;SP;Guarulhos;-23,4544;-46,5333
HYUNDAI;NEW IX35;2.0 16V AT AUT COM 4P;2020;SP;Mauá;-23,6678;-46,4614
JEEP;COMPASS;LIMITED 2.0 16V AT6 FLEX AUT COM 4P;2020;SP;Santana de Parnaíba;-23,4453;-46,9208
JEEP;COMPASS;LONGITUDE 2.0 16V AT6 FLEX AUT COM 4P;2018;SP;São Paulo;-23,5505;-46,6333
JEEP;RENEGADE;LIMITED 1.8 16V AT6 FLEX AUT COM 4P;2021;SP;Mauá;-23,6678;-46,4614
JEEP;RENEGADE;LONGITUDE 1.8 16V AT6 FLEX AUT COM 4P;2018;SP;São Paulo;-23,5505;-46,6333
JEEP;RENEGADE;LONGITUDE 2.0 4X4 AT9 TB AUT COM 4P;2020;SP;Diadema;-23,6861;-46,6108
JEEP;RENEGADE;LONGITUDE(LUXO) 1.8 AT6 16V AUT COM 4P;2017;SP;Santo André;-23,6739;-46,5436
JEEP;RENEGADE;SPORT 1.8 AT6 16V AUT COM 4P;2016;SP;Mogi das Cruzes;-23,5228;-46,1881
KIA;NEW CERATO;SEDAN SX-AT(6M) 1.6 16V(FLEX) AUT BAS 4P;2019;SP;Diadema;-23,6861;-46,6108
NISSAN;KICKS;(NAC) SV 1.6 16V CVT FLEX AUT COM 4P;2018;SP;São Paulo;-23,5505;-46,6333
NISSAN;KICKS;SL 1.6 16V CVT AUT COM 4P;2017;SP;São Paulo;-23,5505;-46,6333
RENAULT;KWID;ZEN 1.0 12V MEC COM 4P;2023;SP;São Paulo;-23,5505;-46,6333
RENAULT;KWID;ZEN 1.0 12V SCE MEC COM 4P;2020;SP;Santo André;-23,6739;-46,5436
TOYOTA;COROLLA CROSS;XRE 2.0 VVT-IE 16V CVT AUT COM 4P;2022;SP;Sorocaba;-23,5019;-47,4578
TOYOTA;ETIOS SEDAN;XS 1.5 16V AT(FLEX) AUT COM 4P;2018;SP;São Bernardo do Campo;-23,6939;-46,565
VOLKSWAGEN;NIVUS;HIGHLINE 200 1.0 12V TSI AT6 AUT COM 4P;2021;SP;Santo André;-23,6739;-46,5436
VOLKSWAGEN;NIVUS;HIGHLINE 200 1.0 12V TSI AT6 AUT COM 4P;2022;SP;São Caetano do Sul;-23,6229;-46,5548
VOLKSWAGEN;POLO HATCH;200 1.0 12V(CONFORTLINE)(TOTALFLEX) AT6 MEC BAS 4P;2022;SP;São Paulo;-23,5505;-46,6333
VOLKSWAGEN;POLO HATCH;200 1.0 12V(CONFORTLINE)(TOTALFLEX) AT6 MEC COMP 4P;2020;SP;São Paulo;-23,5505;-46,6333
VOLKSWAGEN;T-CROSS;HIGHLINE 250 1.4 TSI AT6 FLEX MEC COM 4P;2020;SP;São Paulo;-23,5505;-46,6333
HONDA;HR-V;EX-CVT 4X2 1.8 16V MEC COM 4P;2017;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20;EVOLUTION 1.0 12V MT5 MEC COM 4P;2020;SP;São Caetano do Sul;-23,6229;-46,5548
JEEP;RENEGADE;1.8 AT6 16V AUT COM 4P;2017;SP;Praia Grande;-24,0089;-46,4122
VOLKSWAGEN;UP!;MOVE UP! 1.0 TSI 12V MEC COM 4P;2018;SP;São Paulo;-23,5505;-46,6333
CHEVROLET;ONIX;LTZ 1.4 8V AT6 ECO AUT COM 4P;2019;SP;Barueri;-23,5111;-46,8761
FORD;KA;SE 1.5 12V MEC COM 4P;2020;SP;Diadema;-23,6861;-46,6108
FORD;NEW ECOSPORT;SE 1.5 12V AT6 FLEX AUT COM 4P;2020;SP;Barueri;-23,5111;-46,8761
HONDA;HR-V;EXL-CVT 4X2 1.8 16V AUT COM 4P;2019;SP;Jandira;-23,5278;-46,9028
HYUNDAI;CRETA;ACTION 1.6 16V AT6 AUT COM 4P;2022;SP;Cotia;-23,6039;-46,9192
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2020;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2020;SP;Barueri;-23,5111;-46,8761
HYUNDAI;CRETA;LIMITED 1.0 12V T-GDI AT AUT COM 4P;2022;SP;Cotia;-23,6039;-46,9192
HYUNDAI;CRETA;LIMITED 1.0 12V T-GDI AT AUT COM 4P;2023;SP;Barueri;-23,5111;-46,8761
HYUNDAI;CRETA;PLATINUM 1.0 12V T-GDI AT AUT COM 4P;2022;SP;Barueri;-23,5111;-46,8761
HYUNDAI;CRETA;PULSE PLUS 1.6 16V AT6 FLEX AUT COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;CRETA;SMART 1.6 16V AT6 FLEX AUT COM 4P;2019;SP;Santana de Parnaíba;-23,4453;-46,9208
HYUNDAI;CRETA;SMART PLUS 1.6 16V AT6 AUT COM 4P;2021;SP;Vargem Grande Paulista;-23,6028;-47,0258
HYUNDAI;HB20;COMFORT PLUS 1.6 16V MT6 MEC COM 4P;2019;SP;São Bernardo do Campo;-23,6939;-46,565
HYUNDAI;HB20;COMFORT PLUS(BLUEMEDIA) 1.6 16V AT FLEX AUT COM 4P;2019;SP;Cotia;-23,6039;-46,9192
HYUNDAI;HB20;LAUNCH EDITION 1.6 16V AT6 AUT COM 4P;2020;SP;Santana de Parnaíba;-23,4453;-46,9208
HYUNDAI;HB20;PLATINUM 1.0 TGDI AT6 AUT COM 4P;2023;SP;Santana de Parnaíba;-23,4453;-46,9208
HYUNDAI;HB20;SENSE PLUS 1.0 MT5 MEC COM 4P;2024;SP;Cotia;-23,6039;-46,9192
HYUNDAI;HB20;VISON 1.0 12V MT5 MEC COM 4P;2021;SP;Barueri;-23,5111;-46,8761
HYUNDAI;HB20;VISON 1.0 12V MT5 MEC COM 4P;2022;SP;Barueri;-23,5111;-46,8761
HYUNDAI;HB20S;COMFORT PLUS 1.0 TB 12V(FLEX) MEC COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20S;COMFORT PLUS 1.6 16V AT6 AUT COM 4P;2019;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20S;EVOLUTION 1.0 TGDI 12V AT6 AUT COM 4P;2022;SP;São Paulo;-23,5505;-46,6333
HYUNDAI;HB20S;VISION 1.0 12V MT5 MEC COM 4P;2022;SP;Carapicuíba;-23,5231;-46,8406
HYUNDAI;NEW IX35;GL 2.0 16V AT AUT BAS 4P;2017;SP;Barueri;-23,5111;-46,8761
JEEP;COMPASS;LONGITUDE 2.0 16V AT6 FLEX AUT COM 4P;2018;SP;São Caetano do Sul;-23,6229;-46,5548
JEEP;COMPASS;LONGITUDE(PREMIUM) 2.0 16V AT6 FLEX AUT COM 4P;2018;SP;Santo André;-23,6739;-46,5436
JEEP;COMPASS;LONGITUDE(PREMIUM) 2.0 16V AT6 FLEX AUT COM 4P;2019;SP;São Caetano do Sul;-23,6229;-46,5548
JEEP;RENEGADE;LONGITUDE 1.8 16V AT6 FLEX AUT COM 4P;2020;SP;São Paulo;-23,5505;-46,6333
NISSAN;KICKS;(NAC) S PCD 1.6 16V CVT FLEX AUT COM 4P;2020;SP;São Paulo;-23,5505;-46,6333
NISSAN;KICKS;(NAC) SL 1.6 16V CVT FLEX AUT COM 4P;2021;SP;Jandira;-23,5278;-46,9028
TOYOTA;ETIOS HATCH;XS 1.5 16V AT(FLEX) AUT COM 4P;2017;SP;Carapicuíba;-23,5231;-46,8406
VOLKSWAGEN;FOX;HIGHLINE 1.6 16V MSI(I-MOTION)(TOTALFLEX) AUT COM 4P;2017;SP;São Caetano do Sul;-23,6229;-46,5548
VOLKSWAGEN;T-CROSS;COMFORTLINE 200 1.0 TSI AT6 FLEX AUT COM 4P;2020;SP;Cotia;-23,6039;-46,9192
CHEVROLET;ONIX PLUS;LTZ 1.0 TB 12V AT6 AUT COM 4P;2021;MG;Ipatinga;-19,4703;-42,5367
FORD;NEW ECOSPORT;FREESTYLE 1.6 16V (FLEX)(POWERSHIFT) AUT COM 4P;2017;RJ;São Gonçalo;-22,8269;-43,0539
HYUNDAI;CRETA;PULSE 1.6 16V AT6 FLEX AUT COM 4P;2018;RJ;Niterói;-22,8833;-43,1036
CHEVROLET;EQUINOX;PREMIER 2.0 16V TB AT9 AUT COM 4P;2019;PA;Marabá;-5,3689;-49,1178
CHEVROLET;ONIX;RS 1.0 TB 12V AT6 AUT BAS 4P;2023;PA;Novo Repartimento;-4,2478;-49,9489
CHEVROLET;ONIX PLUS;LT 1.0 TB 12V AT6 AUT COM 4P;2023;PA;Eldorado dos Carajás;-6,1039;-49,3558
CHEVROLET;S-10;CD LTZ 4X4 2.5 16V AT6 FLEXPOWER AUT COM 4P;2020;PA;Marabá;-5,3689;-49,1178
CHEVROLET;TRACKER;LTZ 1.2 TURBO 12V AT6 AUT COM 4P;2021;PA;Itupiranga;-5,1339;-49,3264
FORD;KA;TRAIL 1.0 12V FLEX MEC COM 4P;2018;PA;Marabá;-5,3689;-49,1178
HYUNDAI;CRETA;ACTION 1.6 16V AT6 AUT BAS 4P;2021;PA;Marabá;-5,3689;-49,1178
JEEP;COMPASS;SPORT 2.0 16V AT6 FLEX AUT COMP 4P;2021;PA;Marabá;-5,3689;-49,1178
TOYOTA;YARIS HATCH;XL 1.3 16V MT6 FLEX MEC COM 4P;2019;PA;Marabá;-5,3689;-49,1178
CHEVROLET;ONIX;1.0 12V MT6 MEC COM 4P;2019;MA;Imperatriz;-5,5186;-47,4778
CHEVROLET;ONIX;LT 1.0 12V MT6 MEC COM 4P;2019;MA;Governador Edson Lobão;-5,7497;-47,3622
CHEVROLET;ONIX;LT 1.0 12V MT6 MEC COM 4P;2019;MA;Imperatriz;-5,5186;-47,4778
CHEVROLET;ONIX;LT 1.0 8V MT6 ECO FLEX MEC COM 4P;2019;MA;Imperatriz;-5,5186;-47,4778
CHEVROLET;ONIX;LT 1.0 8V MT6 ECO FLEX MEC COM 4P;2019;MA;Imperatriz;-5,5186;-47,4778
CHEVROLET;ONIX;LT 1.4 8V AT6 ECO FLEX AUT COM 4P;2019;MA;Imperatriz;-5,5186;-47,4778
CHEVROLET;ONIX;LTZ 1.0 TB 12V MT6 MEC COM 4P;2023;PA;Parauapebas;-6,0678;-49,9028
CHEVROLET;ONIX PLUS;LT 1.0 12V MT6 MEC BAS 4P;2023;PA;Parauapebas;-6,0678;-49,9028
CHEVROLET;ONIX PLUS;LT 1.0 TB 12V AT6 AUT COM 4P;2020;PA;Marabá;-5,3689;-49,1178
CHEVROLET;ONIX PLUS;PREMIER 1.0 TB 12V AT6 AUT COM 4P;2023;MA;Imperatriz;-5,5186;-47,4778
CHEVROLET;PRISMA;JOY 1.0 8V MT6 ECO FLEX MEC COM 4P;2018;MA;Imperatriz;-5,5186;-47,4778
CHEVROLET;PRISMA;LT 1.4 8V AT6 ECO FLEX AUT COM 4P;2019;PA;Parauapebas;-6,0678;-49,9028
CHEVROLET;PRISMA;LT 1.4 8V MT6 ECO FLEX MEC COM 4P;2019;PA;Jacundá;-4,4469;-49,1158
CHEVROLET;PRISMA;LTZ 1.4 8V MT6 ECO FLEX MEC BAS 4P;2019;PA;Marabá;-5,3689;-49,1178
CHEVROLET;TRACKER;LT 1.0 TURBO 12V AT6 AUT COM 4P;2021;MA;Imperatriz;-5,5186;-47,4778
CHEVROLET;TRACKER;LT 1.0 TURBO 12V AT6 AUT COM 4P;2023;MA;Imperatriz;-5,5186;-47,4778
CHEVROLET;TRACKER;LTZ 1.2 TURBO 12V AT6 AUT COM 4P;2021;MA;Imperatriz;-5,5186;-47,4778
FIAT;GRAND SIENA;ATTRACTIVE 1.4 8V (FLEX) MEC COM 4P;2019;MA;Governador Edson Lobão;-5,7497;-47,3622
FORD;KA;SE 1.0 12V MEC COM 4P;2018;PA;Marabá;-5,3689;-49,1178
FORD;KA+;SEDAN SE 1.5 16V AT FLEX MEC COM 4P;2019;MA;Imperatriz;-5,5186;-47,4778
HYUNDAI;CRETA;ACTION 1.6 16V AT6 AUT BAS 4P;2024;MA;Balsas;-7,5328;-46,0358
HYUNDAI;CRETA;ACTION 1.6 16V AT6 AUT COM 4P;2021;MA;Imperatriz;-5,5186;-47,4778
HYUNDAI;CRETA;ACTION 1.6 16V AT6 AUT COM 4P;2022;MA;Açailândia;-5,0711;-47,5
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2018;MA;Imperatriz;-5,5186;-47,4778
HYUNDAI;CRETA;ATTITUDE 1.6 16V AT6 FLEX AUT COM 4P;2020;MA;Imperatriz;-5,5186;-47,4778
HYUNDAI;CRETA;ATTITUDE 1.6 16V MT6 FLEX MEC COM 4P;2018;MA;Imperatriz;-5,5186;-47,4778
HYUNDAI;CRETA;ATTITUDE 1.6 16V MT6 FLEX MEC COM 4P;2020;MA;Imperatriz;-5,5186;-47,4778
HYUNDAI;CRETA;COMFORT 1.0 12V T-GDI AT AUT COM 4P;2023;MA;Imperatriz;-5,5186;-47,4778
HYUNDAI;CRETA;LIMITED 1.0 12V T-GDI AT AUT COM 4P;2023;MA;Imperatriz;-5,5186;-47,4778
HYUNDAI;CRETA;LIMITED SAFETY 1.0 12V T-GDI AT AUT COM 4P;2024;MA;São João do Paraíso;-6,4567;-47,0603
HYUNDAI;CRETA;PLATINUM (TETO) 1.0 12V T-GDI AT AUT COM 4P;2022;MA;Imperatriz;-5,5186;-47,4778
HYUNDAI;CRETA;PLATINUM (TETO) 1.0 12V T-GDI AT AUT COM 4P;2024;MA;Campestre do Maranhão;-6,1706;-47,3625
